@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@
@,*,*,*,*,*,@,%,%,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,@,%,%,@,*,*,@,@,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,@,%,%,%,*,*,%,%,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,@,%,%,%,*,*,%,%,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,@,%,%,%,*,*,%,%,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,*,*,*,*,*,@
@,*,*,*,*,*,@,%,%,%,*,*,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,@,*,*,*,*,*,@
@,*,*,*,*,*,@,%,%,%,*,*,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,@,*,*,*,*,*,@
@,*,*,*,*,*,@,@,%,%,*,*,%,%,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,*,*,*,*,*,@
@,*,*,*,*,*,*,@,@,@,*,*,@,@,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,*,*,*,*,*,*,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,*,*,*,*,@,@,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,@,@,@,@,@,@,@,@,@,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@,*,*,*,*,*,*,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,^,*,*,*,*,*,*,*,*,@,@,@,@,@,@,@,@,@
@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,(,@
@,*,*,*,*,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@,@,@,@,@,@,@,@,@
@,*,*,*,*,*,*,*,*,*,*,*,^,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,^,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,@,@,@,*,*,*,*,*,*,*,^,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,^,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,*,*,*,*,@,*,*,*,*,*,*,*,*,*,*,*,*,*,^,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,@
@,),*,*,*,@,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,!,*,*,@
@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@
