@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@
@,P,P,P,P,P,B,P,#,#,#,P,P,P,P,P,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,P,P,P,P,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,P,D,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,D,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,D,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,D,@
@,#,#,#,#,P,D,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,P,P,P,P,P,P,P,P,#,#,#,P,P,P,P,P,P,P,#,#,#,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,@
@,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,P,P,P,P,@
@,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,P,P,P,P,@
@,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,P,!,P,P,@
@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@
